No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
2387,2013,6,8,10,92.0,100.0,4.0,45.0,1800.0,2.0,18.9,999.8,18.9,0.2,WNW,1.3,Huairou,2013-06-08 10:00:00,2013-06,No Rain
2391,2013,6,8,14,160.0,220.0,7.0,56.0,2700.0,2.0,19.7,998.9,19.7,0.1,WNW,1.4,Huairou,2013-06-08 14:00:00,2013-06,No Rain
2394,2013,6,8,17,128.0,151.0,6.0,46.0,1899.0,12.0,19.8,997.6,19.8,0.7,WNW,1.2,Huairou,2013-06-08 17:00:00,2013-06,No Rain
2398,2013,6,8,21,101.0,106.0,3.0,43.0,1899.0,2.0,19.9,998.9,19.9,0.2,N,1.0,Huairou,2013-06-08 21:00:00,2013-06,No Rain
2399,2013,6,8,22,76.0,84.0,4.0,32.0,1700.0,12.0,19.9,998.9,19.9,0.1,NW,0.2,Huairou,2013-06-08 22:00:00,2013-06,No Rain
2410,2013,6,9,9,24.0,111.0,3.0,11.0,400.0,32.0,19.2,1001.7,14.0,0.1,NE,3.2,Huairou,2013-06-09 09:00:00,2013-06,No Rain
2579,2013,6,16,10,128.0,172.0,15.0,24.0,700.0,75.0,21.7,995.1,20.9,0.1,W,1.1,Huairou,2013-06-16 10:00:00,2013-06,No Rain
2580,2013,6,16,11,133.0,204.0,8.0,31.0,800.0,57.0,21.4,994.9,21.4,0.8,WNW,1.1,Huairou,2013-06-16 11:00:00,2013-06,No Rain
2581,2013,6,16,12,135.0,179.0,4.0,28.0,900.0,44.0,20.8,994.9,20.8,1.6,WNW,0.9,Huairou,2013-06-16 12:00:00,2013-06,Light Rain
2582,2013,6,16,13,123.0,137.0,3.0,24.0,1000.0,47.0,21.3,993.7,21.3,0.4,NE,1.3,Huairou,2013-06-16 13:00:00,2013-06,No Rain
2589,2013,6,16,20,152.0,166.0,7.0,36.0,1000.0,38.0,21.1,995.5,21.1,0.2,NNE,0.8,Huairou,2013-06-16 20:00:00,2013-06,No Rain
2590,2013,6,16,21,150.0,165.0,4.0,32.0,1000.0,34.0,21.0,995.4,21.0,0.2,NNE,1.3,Huairou,2013-06-16 21:00:00,2013-06,No Rain
2719,2013,6,22,6,47.0,110.0,4.0,33.0,500.0,21.0,20.6,1000.8,20.6,0.3,W,0.8,Huairou,2013-06-22 06:00:00,2013-06,No Rain
2720,2013,6,22,7,32.0,134.0,3.0,33.0,600.0,14.0,20.9,1001.4,20.9,0.8,SW,0.5,Huairou,2013-06-22 07:00:00,2013-06,No Rain
2721,2013,6,22,8,35.0,119.0,3.0,28.0,600.0,13.0,20.9,1001.2,20.9,0.8,WSW,0.8,Huairou,2013-06-22 08:00:00,2013-06,No Rain
2722,2013,6,22,9,34.0,92.0,3.0,12.0,500.0,13.0,21.3,1001.5,21.3,1.1,NE,0.9,Huairou,2013-06-22 09:00:00,2013-06,Light Rain
2723,2013,6,22,10,47.0,67.0,3.0,10.0,500.0,19.0,21.5,1001.3,21.5,0.4,NE,0.9,Huairou,2013-06-22 10:00:00,2013-06,No Rain
2724,2013,6,22,11,38.0,62.0,3.0,21.0,600.0,22.0,21.8,1000.9,21.8,0.3,NE,1.2,Huairou,2013-06-22 11:00:00,2013-06,No Rain
2778,2013,6,24,17,237.0,340.0,13.0,24.0,2299.0,148.0,25.0,991.6,24.7,2.1,NNE,1.4,Huairou,2013-06-24 17:00:00,2013-06,Light Rain
2779,2013,6,24,18,220.0,337.0,13.0,32.0,2000.0,142.0,23.4,992.3,23.4,1.4,NNE,1.7,Huairou,2013-06-24 18:00:00,2013-06,Light Rain
2780,2013,6,24,19,218.0,347.0,7.0,42.0,2000.0,110.0,21.8,992.0,21.8,3.0,ENE,1.4,Huairou,2013-06-24 19:00:00,2013-06,Light Rain
2781,2013,6,24,20,37.0,51.0,3.0,13.0,1200.0,104.0,21.5,992.8,21.5,0.3,E,0.8,Huairou,2013-06-24 20:00:00,2013-06,No Rain
2802,2013,6,25,17,118.0,222.0,12.0,22.0,2000.0,43.0,22.0,991.4,22.0,0.1,W,1.7,Huairou,2013-06-25 17:00:00,2013-06,No Rain
2803,2013,6,25,18,137.0,240.0,10.0,21.0,2399.0,41.0,20.0,991.3,20.0,2.9,W,2.2,Huairou,2013-06-25 18:00:00,2013-06,Light Rain
2804,2013,6,25,19,8.0,98.0,5.0,17.0,2100.0,38.0,20.2,989.5,20.2,1.6,SSW,1.8,Huairou,2013-06-25 19:00:00,2013-06,Light Rain
2809,2013,6,26,0,10.0,79.0,3.0,9.0,1300.0,22.0,19.9,990.4,19.9,0.1,ENE,0.7,Huairou,2013-06-26 00:00:00,2013-06,No Rain
2857,2013,6,28,0,23.0,92.0,3.0,16.0,500.0,47.0,23.9,991.6,22.9,0.2,NW,1.4,Huairou,2013-06-28 00:00:00,2013-06,No Rain
2877,2013,6,28,20,284.0,420.0,8.0,31.0,2899.0,51.0,25.6,991.0,25.1,0.2,NNE,1.2,Huairou,2013-06-28 20:00:00,2013-06,No Rain
2879,2013,6,28,22,3.0,3.0,3.0,4.0,1300.0,105.0,20.3,992.8,20.3,2.0,WNW,1.5,Huairou,2013-06-28 22:00:00,2013-06,Light Rain
2880,2013,6,28,23,3.0,3.0,3.0,2.0,700.0,127.0,20.4,994.0,20.4,0.3,NNE,1.3,Huairou,2013-06-28 23:00:00,2013-06,No Rain
2882,2013,6,29,1,17.0,6.0,3.0,8.0,800.0,94.0,20.2,993.4,20.2,0.1,NNE,1.8,Huairou,2013-06-29 01:00:00,2013-06,No Rain
2884,2013,6,29,3,3.0,6.0,3.0,8.0,800.0,81.0,20.0,994.1,20.0,0.1,WNW,1.4,Huairou,2013-06-29 03:00:00,2013-06,No Rain
2922,2013,6,30,17,226.0,262.0,6.0,37.0,2500.0,2.0,24.9,993.3,24.9,0.6,NW,1.1,Huairou,2013-06-30 17:00:00,2013-06,No Rain
2929,2013,7,1,0,120.0,135.0,4.0,13.0,1399.0,2.0,24.5,993.2,24.5,0.1,W,0.9,Huairou,2013-07-01 00:00:00,2013-07,No Rain
2930,2013,7,1,1,124.0,135.0,5.0,13.0,1100.0,5.0,23.8,992.1,23.8,0.1,W,1.2,Huairou,2013-07-01 01:00:00,2013-07,No Rain
2940,2013,7,1,11,74.0,134.0,6.0,21.0,1600.0,2.0,24.3,991.8,24.3,0.1,WSW,0.9,Huairou,2013-07-01 11:00:00,2013-07,No Rain
2950,2013,7,1,21,117.0,129.0,4.0,41.0,1800.0,2.0,24.0,987.4,22.3,0.6,NE,1.7,Huairou,2013-07-01 21:00:00,2013-07,No Rain
2951,2013,7,1,22,89.0,116.0,3.0,46.0,1899.0,2.0,23.4,986.7,19.5,0.4,NNE,2.4,Huairou,2013-07-01 22:00:00,2013-07,No Rain
3102,2013,7,8,5,48.0,48.0,3.0,2.0,700.0,100.0,22.8,993.5,22.8,0.3,WSW,0.7,Huairou,2013-07-08 05:00:00,2013-07,No Rain
3121,2013,7,9,0,137.0,111.0,3.0,13.0,900.0,66.0,24.9,994.5,24.9,0.1,W,0.7,Huairou,2013-07-09 00:00:00,2013-07,No Rain
3126,2013,7,9,5,152.0,104.0,4.0,8.0,1100.0,38.0,24.0,994.5,24.0,0.9,SE,0.8,Huairou,2013-07-09 05:00:00,2013-07,No Rain
3127,2013,7,9,6,144.0,105.0,3.0,9.0,1000.0,16.0,23.5,994.9,23.5,0.1,NE,0.7,Huairou,2013-07-09 06:00:00,2013-07,No Rain
3128,2013,7,9,7,50.0,50.0,3.0,6.0,800.0,78.0,23.6,995.1,23.6,1.9,NNW,0.5,Huairou,2013-07-09 07:00:00,2013-07,Light Rain
3129,2013,7,9,8,30.0,12.0,3.0,13.0,600.0,74.0,24.6,994.5,24.6,0.1,E,1.3,Huairou,2013-07-09 08:00:00,2013-07,No Rain
3132,2013,7,9,11,51.0,56.0,3.0,2.0,600.0,72.0,25.8,994.9,25.8,0.2,SSW,0.7,Huairou,2013-07-09 11:00:00,2013-07,No Rain
3136,2013,7,9,15,24.0,6.0,3.0,10.0,400.0,58.0,24.3,994.8,24.3,0.1,N,1.0,Huairou,2013-07-09 15:00:00,2013-07,No Rain
3156,2013,7,10,11,24.0,48.0,4.0,8.0,600.0,29.0,25.3,997.0,24.4,0.1,W,0.7,Huairou,2013-07-10 11:00:00,2013-07,No Rain
3157,2013,7,10,12,28.0,80.0,3.0,10.0,500.0,18.0,25.5,996.9,24.6,0.1,W,0.7,Huairou,2013-07-10 12:00:00,2013-07,No Rain
3160,2013,7,10,15,16.0,21.0,3.0,4.0,400.0,48.0,24.5,997.1,24.5,0.7,SE,0.6,Huairou,2013-07-10 15:00:00,2013-07,No Rain
3161,2013,7,10,16,19.0,31.0,3.0,7.0,400.0,43.0,25.3,996.5,21.4,0.1,NNE,0.8,Huairou,2013-07-10 16:00:00,2013-07,No Rain
3262,2013,7,14,21,74.0,105.0,6.0,11.0,1200.0,117.0,24.8,997.4,24.8,0.5,N,1.3,Huairou,2013-07-14 21:00:00,2013-07,No Rain
3263,2013,7,14,22,86.0,125.0,3.0,3.0,1200.0,128.0,23.7,997.2,23.7,2.9,WSW,0.9,Huairou,2013-07-14 22:00:00,2013-07,Light Rain
3265,2013,7,15,0,77.0,94.0,3.0,2.0,1100.0,81.0,22.6,996.5,22.6,6.6,NW,2.0,Huairou,2013-07-15 00:00:00,2013-07,Moderate Rain
3275,2013,7,15,10,21.0,47.0,3.0,11.0,2400.0,2.0,23.8,990.1,23.8,2.0,SE,2.1,Huairou,2013-07-15 10:00:00,2013-07,Light Rain
3277,2013,7,15,12,44.0,38.0,3.0,21.0,1900.0,2.0,23.9,989.6,23.9,2.2,SW,1.3,Huairou,2013-07-15 12:00:00,2013-07,Light Rain
3278,2013,7,15,13,10.0,10.0,3.0,23.0,1400.0,2.0,24.0,989.0,24.0,2.6,SW,1.0,Huairou,2013-07-15 13:00:00,2013-07,Light Rain
3279,2013,7,15,14,16.0,11.0,3.0,29.0,1300.0,2.0,24.2,988.7,24.2,1.7,W,1.7,Huairou,2013-07-15 14:00:00,2013-07,Light Rain
3280,2013,7,15,15,25.0,27.0,3.0,32.0,1300.0,2.0,24.5,988.3,24.5,0.9,WSW,2.1,Huairou,2013-07-15 15:00:00,2013-07,No Rain
3282,2013,7,15,17,30.0,26.0,3.0,2.0,800.0,38.0,24.2,987.1,24.2,0.7,WSW,0.7,Huairou,2013-07-15 17:00:00,2013-07,No Rain
3283,2013,7,15,18,30.0,34.0,3.0,2.0,800.0,39.0,24.1,987.1,24.1,1.0,ESE,0.5,Huairou,2013-07-15 18:00:00,2013-07,No Rain
3284,2013,7,15,19,29.0,34.0,3.0,11.0,900.0,18.0,23.7,987.2,23.7,0.5,WNW,0.9,Huairou,2013-07-15 19:00:00,2013-07,No Rain
3285,2013,7,15,20,43.0,34.0,3.0,25.0,900.0,5.0,23.5,988.0,23.5,0.2,NNW,0.7,Huairou,2013-07-15 20:00:00,2013-07,No Rain
3286,2013,7,15,21,42.0,45.0,3.0,19.0,900.0,5.0,23.1,988.2,23.1,0.1,W,0.8,Huairou,2013-07-15 21:00:00,2013-07,No Rain
3287,2013,7,15,22,47.0,54.0,3.0,35.0,1000.0,2.0,22.9,987.9,22.9,0.1,W,0.6,Huairou,2013-07-15 22:00:00,2013-07,No Rain
3292,2013,7,16,3,23.0,9.0,3.0,10.0,700.0,2.0,21.9,987.5,21.9,0.1,NNW,0.4,Huairou,2013-07-16 03:00:00,2013-07,No Rain
3542,2013,7,26,13,37.0,114.0,36.0,14.0,1500.0,73.0,24.7,995.2,23.5,0.1,WSW,1.0,Huairou,2013-07-26 13:00:00,2013-07,No Rain
3543,2013,7,26,14,48.0,109.0,12.0,15.0,1600.0,63.0,24.4,994.6,24.4,0.2,W,1.4,Huairou,2013-07-26 14:00:00,2013-07,No Rain
3544,2013,7,26,15,47.0,83.0,10.0,16.0,1600.0,49.0,24.6,994.1,24.4,0.1,NW,0.5,Huairou,2013-07-26 15:00:00,2013-07,No Rain
3553,2013,7,27,0,62.0,93.0,4.0,16.0,1100.0,13.0,23.1,993.8,23.1,0.5,WNW,1.2,Huairou,2013-07-27 00:00:00,2013-07,No Rain
3561,2013,7,27,8,75.0,54.0,3.0,2.0,1100.0,36.0,23.2,992.6,23.2,0.6,ENE,0.8,Huairou,2013-07-27 08:00:00,2013-07,No Rain
3562,2013,7,27,9,76.0,64.0,3.0,8.0,1100.0,38.0,23.3,992.5,23.3,0.7,ESE,0.5,Huairou,2013-07-27 09:00:00,2013-07,No Rain
3563,2013,7,27,10,64.0,54.0,3.0,12.0,1100.0,38.0,23.6,992.0,23.6,1.2,NE,0.5,Huairou,2013-07-27 10:00:00,2013-07,Light Rain
3564,2013,7,27,11,64.0,57.0,3.0,20.0,1100.0,25.0,23.9,991.8,23.9,1.0,NE,0.6,Huairou,2013-07-27 11:00:00,2013-07,No Rain
3565,2013,7,27,12,64.0,46.0,3.0,20.0,1100.0,25.0,24.0,991.4,24.0,0.3,E,0.7,Huairou,2013-07-27 12:00:00,2013-07,No Rain
3566,2013,7,27,13,60.0,49.0,3.0,18.0,1300.0,20.0,24.1,991.3,24.1,0.5,WNW,0.6,Huairou,2013-07-27 13:00:00,2013-07,No Rain
3567,2013,7,27,14,61.0,41.0,3.0,15.0,1500.0,16.0,24.2,991.2,24.2,0.1,WSW,0.6,Huairou,2013-07-27 14:00:00,2013-07,No Rain
3569,2013,7,27,16,58.0,31.0,3.0,16.0,1800.0,8.0,24.7,990.9,24.7,0.1,SE,0.6,Huairou,2013-07-27 16:00:00,2013-07,No Rain
3649,2013,7,31,0,109.0,58.0,3.0,20.0,800.0,106.0,22.3,991.9,21.3,0.9,WSW,4.1,Huairou,2013-07-31 00:00:00,2013-07,No Rain
3650,2013,7,31,1,18.0,9.0,3.0,2.0,300.0,136.0,21.9,990.6,21.9,2.4,NNE,3.6,Huairou,2013-07-31 01:00:00,2013-07,Light Rain
3669,2013,7,31,20,73.0,172.0,3.0,16.0,700.0,150.0,21.2,992.5,21.2,7.1,WNW,1.8,Huairou,2013-07-31 20:00:00,2013-07,Moderate Rain
3670,2013,7,31,21,8.0,8.0,3.0,4.0,400.0,142.0,21.2,993.5,21.2,3.4,NNE,1.3,Huairou,2013-07-31 21:00:00,2013-07,Light Rain
3671,2013,7,31,22,12.0,12.0,3.0,11.0,400.0,114.0,21.3,993.5,21.3,2.4,ENE,2.2,Huairou,2013-07-31 22:00:00,2013-07,Light Rain
3672,2013,7,31,23,15.0,12.0,3.0,13.0,500.0,108.0,21.1,993.4,21.1,0.9,NNE,1.2,Huairou,2013-07-31 23:00:00,2013-07,No Rain
3684,2013,8,1,11,16.0,22.0,3.0,16.0,500.0,100.0,24.5,995.8,23.3,0.1,WSW,1.1,Huairou,2013-08-01 11:00:00,2013-08,No Rain
3685,2013,8,1,12,35.0,60.0,3.0,25.0,600.0,91.0,23.7,996.3,23.7,1.3,SW,1.0,Huairou,2013-08-01 12:00:00,2013-08,Light Rain
3763,2013,8,4,18,127.0,269.0,3.0,21.0,800.0,231.0,26.4,988.8,21.8,1.2,NNW,2.9,Huairou,2013-08-04 18:00:00,2013-08,Light Rain
3764,2013,8,4,19,124.0,175.0,3.0,23.0,900.0,179.0,21.9,993.3,20.4,5.3,SSW,1.4,Huairou,2013-08-04 19:00:00,2013-08,Moderate Rain
3765,2013,8,4,20,39.0,175.0,3.0,2.0,500.0,172.0,21.0,991.3,21.0,3.1,SSW,1.2,Huairou,2013-08-04 20:00:00,2013-08,Light Rain
3818,2013,8,7,1,19.0,19.0,3.0,5.0,500.0,92.0,24.4,994.0,23.0,0.1,W,2.1,Huairou,2013-08-07 01:00:00,2013-08,No Rain
3819,2013,8,7,2,20.0,29.0,3.0,6.0,400.0,91.0,23.3,993.3,23.3,0.4,SSW,1.1,Huairou,2013-08-07 02:00:00,2013-08,No Rain
3821,2013,8,7,4,24.0,24.0,3.0,11.0,500.0,55.0,23.0,993.9,23.0,0.1,SSW,0.6,Huairou,2013-08-07 04:00:00,2013-08,No Rain
3823,2013,8,7,6,27.0,5.0,3.0,6.0,500.0,44.0,23.5,993.5,23.5,0.1,ENE,0.8,Huairou,2013-08-07 06:00:00,2013-08,No Rain
3832,2013,8,7,15,19.0,19.0,3.0,14.0,400.0,64.0,23.7,994.5,23.7,1.0,WSW,0.8,Huairou,2013-08-07 15:00:00,2013-08,No Rain
3835,2013,8,7,18,21.0,13.0,3.0,27.0,500.0,35.0,22.5,993.0,22.5,0.4,WNW,1.0,Huairou,2013-08-07 18:00:00,2013-08,No Rain
3921,2013,8,11,8,234.0,246.0,3.0,17.0,1500.0,20.0,27.5,999.0,27.5,2.8,NW,0.7,Huairou,2013-08-11 08:00:00,2013-08,Light Rain
3922,2013,8,11,9,212.0,214.0,3.0,23.0,1500.0,19.0,26.5,999.0,26.5,3.3,SE,1.1,Huairou,2013-08-11 09:00:00,2013-08,Light Rain
3923,2013,8,11,10,185.0,214.0,3.0,19.0,1300.0,34.0,27.5,998.3,27.3,0.1,WSW,1.0,Huairou,2013-08-11 10:00:00,2013-08,No Rain
3925,2013,8,11,12,70.0,70.0,3.0,4.0,1000.0,56.0,27.5,997.1,27.2,1.1,E,1.3,Huairou,2013-08-11 12:00:00,2013-08,Light Rain
3928,2013,8,11,15,215.0,157.0,3.0,16.0,2200.0,58.0,27.6,995.6,27.6,3.6,WNW,2.3,Huairou,2013-08-11 15:00:00,2013-08,Light Rain
3929,2013,8,11,16,229.0,128.0,3.0,15.0,2300.0,50.0,26.2,996.0,26.2,0.1,W,2.3,Huairou,2013-08-11 16:00:00,2013-08,No Rain
3930,2013,8,11,17,184.0,211.0,3.0,8.0,2100.0,50.0,25.7,995.6,25.7,4.1,NNE,1.5,Huairou,2013-08-11 17:00:00,2013-08,Moderate Rain
3931,2013,8,11,18,78.0,211.0,3.0,4.0,1100.0,60.0,25.6,995.9,25.6,0.6,WSW,2.6,Huairou,2013-08-11 18:00:00,2013-08,No Rain
3941,2013,8,12,4,84.0,39.0,3.0,16.0,700.0,23.0,24.0,995.7,24.0,1.3,SE,0.8,Huairou,2013-08-12 04:00:00,2013-08,Light Rain
3982,2013,8,13,21,128.0,148.0,4.0,17.0,1300.0,103.0,26.8,995.8,26.8,0.7,WSW,1.6,Huairou,2013-08-13 21:00:00,2013-08,No Rain
3983,2013,8,13,22,135.0,187.0,3.0,16.0,1300.0,87.0,25.2,994.2,23.1,0.3,NW,1.9,Huairou,2013-08-13 22:00:00,2013-08,No Rain
4034,2013,8,16,1,155.0,167.0,3.0,26.0,1200.0,26.0,27.5,989.8,27.5,0.1,E,1.8,Huairou,2013-08-16 01:00:00,2013-08,No Rain
4146,2013,8,20,17,99.0,137.0,8.0,53.0,1400.0,84.0,24.8,999.2,24.5,0.1,N,0.9,Huairou,2013-08-20 17:00:00,2013-08,No Rain
4148,2013,8,20,19,87.0,192.0,5.0,43.0,1300.0,85.0,23.7,999.9,23.7,0.1,SSW,1.4,Huairou,2013-08-20 19:00:00,2013-08,No Rain
4149,2013,8,20,20,95.0,105.0,4.0,40.0,1300.0,84.0,23.4,1000.5,23.4,1.4,ENE,1.0,Huairou,2013-08-20 20:00:00,2013-08,Light Rain
4150,2013,8,20,21,86.0,90.0,2.0,25.0,1200.0,80.0,23.2,1000.4,23.2,0.1,NW,0.6,Huairou,2013-08-20 21:00:00,2013-08,No Rain
4303,2013,8,27,6,43.0,43.0,18.0,24.0,1400.0,36.0,21.5,1000.2,21.0,0.1,W,1.2,Huairou,2013-08-27 06:00:00,2013-08,No Rain
4318,2013,8,27,21,68.0,116.0,10.0,40.0,1500.0,36.0,22.8,997.3,22.8,2.1,WSW,1.0,Huairou,2013-08-27 21:00:00,2013-08,Light Rain
4319,2013,8,27,22,70.0,98.0,8.0,27.0,1300.0,39.0,22.2,996.7,22.2,3.2,N,0.5,Huairou,2013-08-27 22:00:00,2013-08,Light Rain
4320,2013,8,27,23,70.0,76.0,4.0,24.0,1300.0,28.0,22.3,995.8,22.3,0.4,WNW,1.1,Huairou,2013-08-27 23:00:00,2013-08,No Rain
4322,2013,8,28,1,65.0,70.0,3.0,28.0,1300.0,12.0,21.8,994.2,21.8,0.5,SSW,0.7,Huairou,2013-08-28 01:00:00,2013-08,No Rain
4323,2013,8,28,2,59.0,29.0,4.0,27.0,1500.0,13.0,21.4,993.4,21.4,1.6,WSW,0.8,Huairou,2013-08-28 02:00:00,2013-08,Light Rain
4324,2013,8,28,3,66.0,28.0,6.0,32.0,1600.0,13.0,20.7,992.8,20.7,6.0,SW,1.6,Huairou,2013-08-28 03:00:00,2013-08,Moderate Rain
4325,2013,8,28,4,67.0,42.0,5.0,32.0,1800.0,22.0,20.6,992.7,20.6,7.6,E,0.5,Huairou,2013-08-28 04:00:00,2013-08,Moderate Rain
4326,2013,8,28,5,61.0,30.0,5.0,27.0,1600.0,32.0,20.7,992.5,20.7,0.2,WSW,0.6,Huairou,2013-08-28 05:00:00,2013-08,No Rain
4327,2013,8,28,6,59.0,43.0,4.0,34.0,1700.0,16.0,21.0,992.4,21.0,5.3,NNW,0.8,Huairou,2013-08-28 06:00:00,2013-08,Moderate Rain
4328,2013,8,28,7,71.0,49.0,5.0,41.0,2100.0,7.0,21.0,992.3,21.0,1.9,WNW,0.9,Huairou,2013-08-28 07:00:00,2013-08,Light Rain
4329,2013,8,28,8,63.0,32.0,5.0,36.0,2100.0,7.0,21.4,992.3,21.4,1.0,SE,0.5,Huairou,2013-08-28 08:00:00,2013-08,No Rain
4492,2013,9,4,3,116.0,123.0,12.0,17.0,1700.0,98.0,20.1,1007.4,20.1,1.4,W,0.7,Huairou,2013-09-04 03:00:00,2013-09,Light Rain
4493,2013,9,4,4,92.0,106.0,4.0,14.0,1200.0,52.0,20.0,1007.2,20.0,1.9,N,0.8,Huairou,2013-09-04 04:00:00,2013-09,Light Rain
4494,2013,9,4,5,84.0,94.0,4.0,19.0,1500.0,52.0,18.5,1008.1,18.5,0.1,NW,0.6,Huairou,2013-09-04 05:00:00,2013-09,No Rain
4499,2013,9,4,10,49.0,53.0,4.0,47.0,900.0,37.0,22.2,1008.0,18.8,0.1,SSE,0.8,Huairou,2013-09-04 10:00:00,2013-09,No Rain
4510,2013,9,4,21,63.0,68.0,2.0,36.0,900.0,48.0,18.9,1006.7,18.9,0.2,WNW,0.8,Huairou,2013-09-04 21:00:00,2013-09,No Rain
4511,2013,9,4,22,75.0,68.0,1.0,26.0,900.0,44.0,18.6,1006.4,18.6,1.0,WNW,0.8,Huairou,2013-09-04 22:00:00,2013-09,No Rain
4512,2013,9,4,23,73.0,45.0,1.0,19.0,800.0,40.0,18.4,1006.3,18.4,0.9,SSE,1.1,Huairou,2013-09-04 23:00:00,2013-09,No Rain
4513,2013,9,5,0,73.0,12.0,1.0,19.0,700.0,47.0,18.2,1006.3,18.2,0.7,ESE,0.6,Huairou,2013-09-05 00:00:00,2013-09,No Rain
4514,2013,9,5,1,30.0,30.0,1.0,7.0,500.0,58.0,17.6,1006.3,17.6,1.3,WNW,1.1,Huairou,2013-09-05 01:00:00,2013-09,Light Rain
4515,2013,9,5,2,15.0,15.0,1.0,5.0,400.0,61.0,17.2,1006.0,17.2,1.9,SE,0.6,Huairou,2013-09-05 02:00:00,2013-09,Light Rain
4516,2013,9,5,3,8.0,8.0,1.0,4.0,300.0,62.0,17.0,1005.7,17.0,1.3,N,0.6,Huairou,2013-09-05 03:00:00,2013-09,Light Rain
4517,2013,9,5,4,6.0,6.0,1.0,7.0,300.0,56.0,16.8,1005.7,16.8,0.2,N,0.6,Huairou,2013-09-05 04:00:00,2013-09,No Rain
4518,2013,9,5,5,3.0,6.0,1.0,11.0,400.0,51.0,16.6,1005.9,16.6,0.2,NW,0.6,Huairou,2013-09-05 05:00:00,2013-09,No Rain
4528,2013,9,5,15,13.0,13.0,2.0,11.0,200.0,87.0,23.6,1003.7,15.6,0.3,NE,1.5,Huairou,2013-09-05 15:00:00,2013-09,No Rain
4532,2013,9,5,19,30.0,44.0,8.0,30.0,1000.0,78.0,19.2,1006.7,18.7,0.9,WSW,1.0,Huairou,2013-09-05 19:00:00,2013-09,No Rain
4533,2013,9,5,20,30.0,49.0,6.0,32.0,1100.0,59.0,18.3,1007.2,18.3,0.7,WSW,1.0,Huairou,2013-09-05 20:00:00,2013-09,No Rain
4605,2013,9,8,20,107.0,167.0,14.0,10.0,2100.0,84.0,19.3,1006.6,19.3,2.9,SW,0.5,Huairou,2013-09-08 20:00:00,2013-09,Light Rain
4606,2013,9,8,21,72.0,167.0,5.0,6.0,1400.0,97.0,19.4,1006.9,19.4,0.3,W,1.2,Huairou,2013-09-08 21:00:00,2013-09,No Rain
4607,2013,9,8,22,70.0,100.0,3.0,8.0,1600.0,77.0,19.1,1005.9,19.1,0.1,NNE,0.7,Huairou,2013-09-08 22:00:00,2013-09,No Rain
4695,2013,9,12,14,149.0,175.0,26.0,50.0,1600.0,111.0,23.4,1001.5,22.6,0.4,W,1.1,Huairou,2013-09-12 14:00:00,2013-09,No Rain
4700,2013,9,12,19,159.0,164.0,7.0,47.0,1700.0,42.0,21.8,1000.7,21.8,0.1,SW,1.0,Huairou,2013-09-12 19:00:00,2013-09,No Rain
4701,2013,9,12,20,159.0,168.0,7.0,33.0,1600.0,48.0,22.4,1000.9,20.1,0.1,ESE,0.5,Huairou,2013-09-12 20:00:00,2013-09,No Rain
4704,2013,9,12,23,172.0,181.0,13.0,24.0,1300.0,70.0,20.4,999.9,19.1,0.2,E,2.0,Huairou,2013-09-12 23:00:00,2013-09,No Rain
4722,2013,9,13,17,99.0,112.0,1.0,46.0,1200.0,1.0,19.4,995.8,19.4,0.2,NNE,0.7,Huairou,2013-09-13 17:00:00,2013-09,No Rain
4723,2013,9,13,18,92.0,117.0,1.0,54.0,1400.0,1.0,19.5,996.1,19.5,0.2,NW,1.0,Huairou,2013-09-13 18:00:00,2013-09,No Rain
4724,2013,9,13,19,96.0,104.0,2.0,61.0,1500.0,1.0,19.7,997.5,19.7,0.4,NNW,1.7,Huairou,2013-09-13 19:00:00,2013-09,No Rain
4725,2013,9,13,20,72.0,81.0,1.0,44.0,1400.0,1.0,19.4,997.8,19.4,1.2,ESE,0.8,Huairou,2013-09-13 20:00:00,2013-09,Light Rain
4733,2013,9,14,4,51.0,24.0,1.0,29.0,1200.0,1.0,18.5,997.9,18.5,0.1,WNW,0.6,Huairou,2013-09-14 04:00:00,2013-09,No Rain
4828,2013,9,18,3,78.0,86.0,2.0,25.0,1400.0,24.0,19.4,1010.8,19.4,0.1,ENE,0.5,Huairou,2013-09-18 03:00:00,2013-09,No Rain
4829,2013,9,18,4,77.0,88.0,1.0,25.0,1400.0,11.0,19.3,1011.1,19.3,1.2,NNW,1.0,Huairou,2013-09-18 04:00:00,2013-09,Light Rain
4830,2013,9,18,5,77.0,88.0,1.0,16.0,1400.0,11.0,19.3,1011.4,19.3,3.6,ENE,1.0,Huairou,2013-09-18 05:00:00,2013-09,Light Rain
4831,2013,9,18,6,77.0,88.0,1.0,26.0,1400.0,11.0,19.5,1011.8,19.5,1.2,NNE,0.9,Huairou,2013-09-18 06:00:00,2013-09,Light Rain
4832,2013,9,18,7,77.0,88.0,1.0,46.0,1400.0,11.0,19.8,1011.7,19.8,0.3,ENE,1.1,Huairou,2013-09-18 07:00:00,2013-09,No Rain
4833,2013,9,18,8,77.0,88.0,1.0,55.0,1400.0,11.0,20.1,1012.2,20.1,0.4,SW,0.5,Huairou,2013-09-18 08:00:00,2013-09,No Rain
4856,2013,9,19,7,100.0,106.0,18.0,33.0,1900.0,35.0,19.7,1005.3,19.7,0.1,SE,0.6,Huairou,2013-09-19 07:00:00,2013-09,No Rain
